Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1WA,2017.04,102239,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.05,99221,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.06,94759,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.07,94283,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.08,96948,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.09,97661,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.10,100685,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.11,109078,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2017.12,114868,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.01,113194,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.02,109339,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.03,107582,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.04,104002,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.05,99848,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.06,95523,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.07,95814,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.08,98626,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.09,98996,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.10,103537,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.11,109241,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2018.12,115764,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.01,115461,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.02,111514,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.03,107095,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.04,103417,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.05,100648,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.06,96875,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.07,97481,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.08,98085,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.09,98884,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.10,101756,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.11,110343,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2019.12,116528,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.01,113153,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.02,109798,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.03,107934,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.04,102363,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.05,103547,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.06,101987,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.07,101503,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.08,103586,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.09,103044,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.10,106247,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.11,112801,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WA,2020.12,117719,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Actual,,
MEIM.S1WS,1999.04,79867,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.05,74085,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.06,72828,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.07,73201,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.08,73039,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.09,74406,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.10,74582,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.11,76344,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,1999.12,77253,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.01,75480,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.02,76785,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.03,77495,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.04,76746,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.05,77218,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.06,77572,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.07,77192,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.08,77425,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.09,77403,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.10,77096,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.11,78037,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2000.12,78920,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.01,79901,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.02,79488,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.03,80335,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.04,80235,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.05,80437,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.06,82154,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.07,81732,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.08,82427,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.09,83348,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.10,85329,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.11,85277,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2001.12,84271,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.01,84954,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.02,89068,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.03,88342,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.04,87142,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.05,87356,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.06,86645,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.07,87854,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.08,87718,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.09,88213,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.10,88213,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.11,86204,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2002.12,86776,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.01,88301,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.02,86571,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.03,85614,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.04,87767,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.05,88910,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.06,88834,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.07,88530,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.08,90178,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.09,87412,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.10,88163,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.11,88311,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2003.12,89658,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2004.01,88975,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2004.02,87431,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2004.03,87906,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
MEIM.S1WS,2004.04,89419,,P,Number,0,Employment indicators - MEI,High level industry by variable,Filled jobs,Primary industries,Seasonally adjusted,,
